"","YEARS.OLD","INDUSTRY","INDIA.HQ","TOTAL_EMPLOYEES","BRANCHES","RATING","REVIEWS","PACKAGE"
"Nivara Home Finance",51,"Financial Services","Bangalore / Bengaluru",4.83230575857184,30,3.8,142,0.00458
"Nesma Trading",10,"Engineering & Construction","Other",6.62073965107352,11,4.1,142,0.00233
"Creative Garments",16,"Other","Mumbai",5.85936070647464,13,3.8,142,0.0058
"New India Co-Op Bank",41,"Other","Mumbai",8.00636756765025,6,3.1,142,0.00619
"Apcotex Industries",34,"Other","Other",6.62073965107352,10,3.7,142,0.00808
"Raam Group",16,"Other","Other",NA,8,3.6,142,0.0051
"Evonith Metallics",31,NA,"Other",4.83230575857184,NA,3.9,142,0.00515
"Ultratech India",16,"Pharma","Mumbai",5.85936070647464,52,3.8,142,0.00747
"HelpAge India",13,"Other","New Delhi",8.00636756765025,51,4.1,142,0.00384
"Sohan Lal Commodity Management",62,"Other","New Delhi",5.85936070647464,28,4.1,142,0.0046
"JCBL",NA,"Auto Components","Other",10.3089526606443,17,3.1,142,0.00575
"Camlin Fine Sciences",NA,"Other","Mumbai",NA,14,3.4,142,0.00823
"DIC India",44,"Other","Other",8.00636756765025,15,3.9,142,0.00668
"Shakti Precision Components",NA,"Other","Bangalore / Bengaluru",6.62073965107352,6,3.6,143,0.00689
"Mehta Cad Cam Systems",17,"Industrial Machinery","Other",4.83230575857184,19,4,142,0.0064
"Western Coalfields",40,"Other","Other",4.83230575857184,18,4.4,142,0.00335
"KEM Hospital",NA,"Healthcare","Pune",NA,5,3.9,142,0.00515
"Bsa Corporation",31,"Auto Components","Pune",5.85936070647464,25,3.6,142,0.00726
"Delval Flow Controls",NA,"Industrial Machinery","Pune",NA,8,4.1,142,0.00798
"Puma Energy",39,"Other","Mumbai",4.83230575857184,8,3,142,0.00713
"Amec Foster Wheeler",17,"Other","Chennai",8.00636756765025,14,3.9,143,0.00327
"Dipty Lal Judge Mal",56,"Other","Other",5.85936070647464,11,4,142,0.0052
"Sms Integrated Facility Services",51,"Other","Mumbai",4.83230575857184,26,4.2,142,0.00598
"Zuno General Insurance",21,NA,"Other",8.00636756765025,NA,4.1,143,0.0028
"DigiLantern",13,"IT Services & Consulting","Other",8.00636756765025,5,3.9,142,0.00262
"Toll Group",26,"Other","Pune",5.85936070647464,18,4.1,141,0.00847
"Shyplite",27,"Other","New Delhi",6.62073965107352,2,3.8,141,0.0029
"NewAge Software & Solutions",7,"IT Services & Consulting","Chennai",6.62073965107352,8,3.6,141,0.011
"BlueBinaries Engineering and Solutions",32,"Software Product","Bangalore / Bengaluru",8.00636756765025,5,2.8,141,0.01
"Trell",20,"Internet","Bangalore / Bengaluru",8.00636756765025,14,3.1,141,0.00849
"W3Softech India",48,"IT Services & Consulting","Other",4.83230575857184,2,4.2,141,0.00779
"Swastik Infralogics Private Limited",20,"Engineering & Construction","Mumbai",5.85936070647464,21,4,141,0.00549
"Vipul Motors",97,"Other","Other",6.62073965107352,7,3.8,141,0.0054
"Aczet",NA,"Other","Mumbai",10.3089526606443,13,3.3,141,0.00537
"Haldiram Bhujiawala",14,"Other","Other",4.83230575857184,37,3.1,140,0.00467
"SRV Media",71,"Other","Pune",5.85936070647464,7,3.2,141,0.00478
"Moving Picture Company",50,"Other","Bangalore / Bengaluru",8.00636756765025,15,3.8,141,0.00441
"Sage Metals",26,"Other","New Delhi",8.00636756765025,8,3.6,141,0.00725
"Arch Pharmalabs",27,"Pharma","Mumbai",8.00636756765025,14,3.6,141,0.00648
"Amp Motors",36,"Other","Other",6.62073965107352,12,3.8,141,0.00638
"Ramco Steels",25,"Other","Other",4.83230575857184,6,4,141,0.00634
"GKN Sinter Metals",NA,"Auto Components","Pune",4.83230575857184,9,4,141,0.00582
"Fedora Solutions",39,"IT Services & Consulting","Other",NA,1,3.4,141,0.00599
"Amps Electrical Facility Services",42,"Other","Bangalore / Bengaluru",4.83230575857184,16,3,141,0.00527
"Modenik Lifestyle",55,"Other","Bangalore / Bengaluru",4.83230575857184,29,3.6,141,0.00581
"Bombay Hospital",77,"Healthcare","Mumbai",10.3089526606443,5,3.5,141,0.00438
"Stantec",55,"Engineering & Construction","Pune",6.62073965107352,7,3.6,141,0.00998
"Allyis India",66,"IT Services & Consulting","Other",4.83230575857184,4,3.2,141,0.00802
"Everest Group",9,"Other","Other",4.83230575857184,15,3.2,142,0.013
"Liebherr",32,"Industrial Machinery","Mumbai",5.85936070647464,25,4,141,0.0062
"AVIZVA",12,"IT Services & Consulting","Other",5.85936070647464,4,2.5,141,0.00838
"JConnect Infotech",12,"Other","Other",8.00636756765025,7,3.4,141,0.00656
"Ogilvy",37,"Other","Mumbai",8.00636756765025,11,3.6,141,0.011
"Electronics Mart India",36,"Other","Other",4.83230575857184,25,3.5,141,0.00573
"B.P. Poddar Hospital & Medical Research",NA,"Healthcare","Other",8.00636756765025,3,2.9,141,0.00445
"Kotak Mahindra Asset Management Company",62,"Financial Services","Mumbai",8.9226582995244,53,4,141,0.00875
"General Diagnostics International Private Limited",54,"Healthcare","Mumbai",6.62073965107352,23,3.2,141,0.00477
"Oaknorth Bank",30,"Other","Other",4.83230575857184,3,2.8,141,0.013
"Digamber Finance",NA,"Financial Services","Other",NA,41,4.1,141,0.00391
"Doms Industries",65,"Other","Other",4.83230575857184,27,3.6,141,0.00684
"Shinhan Bank",6,"Other","Mumbai",4.83230575857184,9,3.5,141,0.00814
"Alp Overseas",NA,"Auto Components","Other",NA,12,3.5,141,0.00662
"Recykal",145,"Internet","Other",4.83230575857184,9,4.2,141,0.00703
"Giridhan Metal",NA,NA,"Other",NA,NA,4,141,0.00427
"Virtusa Software Services",NA,"IT Services & Consulting","Chennai",NA,9,3.4,141,0.014
"Saudi Oger",24,"Engineering & Construction","Other",5.85936070647464,13,4.6,141,0.00146
"Evertogen Life Sciences",49,NA,"Other",5.85936070647464,NA,3.5,140,0.00421
"J&F",18,"Engineering & Construction","Chennai",NA,5,3.6,140,0.0042
"AKM Global",24,"Other","Other",4.83230575857184,11,4.1,140,0.00388
"MPPTCL",3,"Other","Other",5.85936070647464,34,3.8,140,0.00386
"Deepak Foundation",16,"Other","Other",4.83230575857184,29,3.7,140,0.00379
"Hansa Cequity",17,"Other","Mumbai",5.85936070647464,5,3.1,140,0.00796
"Tata Passenger Electric Mobility",13,"Other","Other",5.85936070647464,13,4,141,0.0046
"Exicom Tele Systems",38,NA,"Other",6.62073965107352,NA,4.1,140,0.00407
"GMP Technical Solutions",33,"Industrial Machinery","Mumbai",5.85936070647464,20,3.9,140,0.00641
"SurePrep",38,"Software Product","Mumbai",8.00636756765025,4,4,140,0.00794
"Altigreen Propulsion Labs",127,"Other","Bangalore / Bengaluru",8.00636756765025,14,3.4,141,0.00743
"Element14",17,"Other","Bangalore / Bengaluru",5.85936070647464,6,3.7,140,0.0089
"Space Matrix Design Consultants",40,"Other","Bangalore / Bengaluru",4.83230575857184,10,3.6,140,0.00639
"Shipping Corporation of India",18,"Other","Mumbai",4.83230575857184,12,4.1,140,0.00566
"G7 CR Technologies",41,"IT Services & Consulting","Bangalore / Bengaluru",6.62073965107352,2,3,140,0.00577
"YFC PROJECTS",35,"Engineering & Construction","New Delhi",6.62073965107352,16,3.5,140,0.00554
"FMI Automotive Components",29,"Auto Components","Other",4.83230575857184,4,4.1,140,0.00555
"Him Teknoforge",153,"Auto Components","Other",8.00636756765025,12,3.6,140,0.00523
"Sri Ramachandra University",51,"Education & Training","Chennai",4.83230575857184,6,4.3,140,0.00507
"Urban Money",56,NA,"Other",4.83230575857184,NA,2.8,140,0.00499
"Shilpa Biologicals",22,NA,"Other",6.62073965107352,NA,2.7,140,0.00588
"Government of Delhi",13,"Other","New Delhi",4.83230575857184,1,4.4,140,0.00654
"Reliance Group",117,"Other","Mumbai",5.85936070647464,38,4.2,140,0.00598
"Executive Ship Management",21,"Other","Mumbai",8.00636756765025,14,3.8,140,0.00588
"SOTI",25,"Software Product","Other",NA,8,3.1,140,0.013
"Pritam International",90,"Other","Other",5.85936070647464,17,3.3,140,0.00607
"Krishna Institute of Medical Sciences",13,"Healthcare","Other",4.83230575857184,16,3.9,140,0.00578
"SunTec Business Solutions",31,"IT Services & Consulting","Other",4.83230575857184,10,3,140,0.011
"Alniche Life Sciences",9,"Pharma","New Delhi",5.85936070647464,26,3.7,140,0.00345
"Indovision Services",26,"IT Services & Consulting","New Delhi",5.85936070647464,22,3.4,140,0.00683
"Crowe Horwath",24,"Other","Other",8.9226582995244,9,3.7,140,0.01
"Multi Commodity Exchange of India",31,"Financial Services","Mumbai",5.85936070647464,9,3.2,140,0.00954
"Uno Minda Kyoraku",19,"Other","Other",5.85936070647464,11,4,140,0.00536
"Trinity Touch",13,"Other","Other",4.83230575857184,13,4.3,140,0.00734
"Continental Carbon India",NA,"Other","Other",NA,6,3.8,140,0.00614
"PharmaZell",28,"Pharma","Other",5.85936070647464,6,4.3,140,0.00616
"Data Bridge Market Research",NA,"Other","Pune",NA,4,2.4,140,0.00517
"HYOSUNG T&D",27,"Other","Pune",6.62073965107352,5,3.9,140,0.00907
"Freyr Energy Services",25,"Other","Other",10.3089526606443,25,3.6,140,0.00469
"Orion Security Solutions",24,"Other","New Delhi",5.85936070647464,31,2.9,140,0.00591
"Axis Securities and Sales",138,NA,"Other",4.83230575857184,NA,3.6,140,0.00709
"Dentsu Communications",30,NA,"Other",5.85936070647464,NA,3.3,140,0.013
"Raj Industries",28,"Other","Other",4.83230575857184,34,3.7,140,0.00648
"Newtronic Lifecare Equipment",37,"Pharma","Mumbai",5.85936070647464,16,4,140,0.00509
"Ess Kay Fabrication",14,"Industrial Machinery","Other",4.83230575857184,10,3.6,140,0.00439
"Finorchem Limited",31,"Other","Other",6.62073965107352,4,3.7,140,0.00492
"Mahindra Accelo",42,"Other","Pune",6.62073965107352,14,3.6,140,0.00469
"Aero Club-Woodland Store",49,"Other","New Delhi",4.83230575857184,53,3.2,140,0.00358
"Privat Hospital",33,"Healthcare","Chennai",6.62073965107352,61,4.1,140,0.017
"KDDL",NA,"Other","Bangalore / Bengaluru",4.83230575857184,9,3.8,140,0.00659
"Jhajharia Nirman Limited",75,NA,"Other",4.83230575857184,NA,4.3,140,0.00503
"GA Infra Private Limited",68,"Engineering & Construction","Other",6.62073965107352,22,4,140,0.0043
"Nangia & Co. LLP",31,"Other","New Delhi",4.83230575857184,23,3.4,140,0.00721
"Enfusion",NA,"Other","Mumbai",5.85936070647464,5,3.5,140,0.00993
"Kirtane & Pandit",23,"Other","Pune",8.00636756765025,11,3.5,140,0.00618
"Altruistic Technology Labs",74,NA,"Other",5.85936070647464,NA,3.3,140,0.00679
"Solera",47,"IT Services & Consulting","Bangalore / Bengaluru",4.83230575857184,3,3.2,140,0.011
"Ccl Products",24,"Other","Other",6.62073965107352,23,4.1,140,0.00595
"Grundfos",15,"Industrial Machinery","Chennai",4.83230575857184,18,3.8,140,0.00708
"Echelon Institute of Technology",27,"Education & Training","Other",5.85936070647464,4,4.4,140,0.00144
"Katyayani Organics",9,"Other","Other",5.85936070647464,1,4.1,140,0.00112
"Brickwork India",33,"Financial Services","Bangalore / Bengaluru",6.62073965107352,3,3.5,139,0.00795
"Interra Information Technologies",9,"IT Services & Consulting","Other",4.83230575857184,4,3.1,140,0.00735
"Bdh Industries",13,"Pharma","Mumbai",8.9226582995244,6,4.7,139,0.00309
"Niveus Solutions (Part of NTT Data)",21,"IT Services & Consulting","Other",5.85936070647464,5,3.5,139,0.011
"Shri Mahant Indiresh Hospital",NA,"Healthcare","Other",NA,7,3.3,139,0.00316
"Bambino Pasta Food Industries",60,"Other","Other",8.00636756765025,33,4.2,139,0.00572
"98thPercentile",18,"Other","Other",NA,5,4.1,139,0.00287
"Elektrobit India",19,"IT Services & Consulting","Bangalore / Bengaluru",6.62073965107352,1,4,139,0.00878
"CDW",85,"IT Services & Consulting","Chennai",8.00636756765025,4,4.4,139,0.011
"Stanadyne India",32,"Auto Components","Chennai",5.85936070647464,6,3.9,139,0.00752
"MBit Computraining",24,"Other","Other",5.85936070647464,19,3.5,139,0.0055
"John Energy",NA,"Other","Other",NA,15,4.1,139,0.00556
"Montage Enterprises",10,"Other","Other",4.83230575857184,11,3.3,139,0.00559
"ECE Industries",6,"Other","Other",5.85936070647464,25,3.5,139,0.00558
"Vega Industries",NA,"Other","Other",NA,28,4,139,0.00466
"XSEED Education",15,"Other","Bangalore / Bengaluru",3.41772668361337,21,2.9,139,0.00506
"HealthSpring",24,"Other","Mumbai",4.83230575857184,22,2.8,139,0.00431
"Eptisa",32,"Engineering & Construction","Other",5.85936070647464,27,3.3,139,0.00422
"Fair Exports",100,"Other","New Delhi",6.62073965107352,21,3.3,139,0.00773
"Hitachi Automotive Systems",36,"Auto Components","Chennai",4.83230575857184,12,4.3,139,0.00671
"Proziod Analytics",16,"IT Services & Consulting","Bangalore / Bengaluru",6.62073965107352,4,3.6,139,0.00369
"Indus Cosmeceuticals",13,"Other","Other",6.62073965107352,4,4.3,139,0.00187
"Opus Technologies",15,"Other","Pune",5.85936070647464,6,3.4,139,0.00799
"SoftTech Engineers Limited",37,"IT Services & Consulting","Pune",5.85936070647464,23,3.4,139,0.0097
"Chandak Group",38,"Real Estate","Mumbai",8.00636756765025,6,4.3,139,0.00676
"Serdia Pharmaceuticals",19,"Pharma","Mumbai",8.00636756765025,24,3.9,139,0.00378
"NASDAQ",26,"Financial Services","Bangalore / Bengaluru",4.83230575857184,8,3.7,140,0.013
"PolicyX.com",61,"Other","Other",5.85936070647464,5,2.7,139,0.00591
"Planit Testing India",22,"IT Services & Consulting","Other",6.62073965107352,5,3.3,139,0.011
"Motwane Manufacturing Company",24,"Other","Other",5.85936070647464,9,3.7,139,0.00652
"Glocal Healthcare Systems",23,"Healthcare","Other",5.85936070647464,19,3.5,139,0.004
"Suntara Cosmetics",10,"Other","Other",4.83230575857184,6,3.7,139,0.00645
"Patil Automation",34,NA,"Other",8.00636756765025,NA,3.4,139,0.00833
"thinkbridge",NA,"Software Product","Pune",4.83230575857184,7,3.5,139,0.00688
"MAHLE Engine Components",NA,"Other","Chennai",5.85936070647464,18,3.8,139,0.00718
"Shrachi Group",94,"Real Estate","Other",4.83230575857184,14,2.6,139,0.00422
"Dedicated Freight Corridor Corporation Of India",49,"Other","New Delhi",5.85936070647464,32,4.1,139,0.00545
"RxLogix Corporation",24,"Software Product","Other",NA,5,2.3,140,0.01
"Iprogrammer Solutions",39,"IT Services & Consulting","Pune",10.3089526606443,3,4.2,139,0.00638
"Fulcrum Worldwide Software",76,"IT Services & Consulting","Pune",4.83230575857184,1,4.4,139,0.00903
"MYND Intergrated Solutions",NA,"Other","Other",5.85936070647464,10,3.3,139,0.00458
"Clearwater Analytics",62,"Internet","Other",4.83230575857184,3,2.6,139,0.01
"ChicMic",24,"Other","Other",6.62073965107352,2,4.2,139,0.00279
"IFortis Worldwide",28,"IT Services & Consulting","Bangalore / Bengaluru",4.83230575857184,9,3.8,139,0.00099
"Nirmal Industrial Controls",17,"Other","Mumbai",8.9226582995244,19,3.8,138,0.00726
"Spinco Biotech",39,"Other","Chennai",8.00636756765025,16,3.5,138,0.00586
"NetProphets Cyberworks",16,"IT Services & Consulting","Other",6.62073965107352,12,3.6,138,0.00918
"Bankai Infotech",18,"IT Services & Consulting","Other",4.83230575857184,6,3.4,138,0.00797
"Smart Call Center Solutions",12,"Other","Other",NA,8,3.2,138,0.00305
"Krishak Bharati Cooperative",49,"Other","Other",5.85936070647464,22,4.4,138,0.00299
"Sarla Advantech",NA,"Engineering & Construction","Pune",6.62073965107352,10,4,138,0.00995
"yellow.ai",58,"Software Product","Bangalore / Bengaluru",4.83230575857184,4,3,138,0.013
"Proventech",94,"Software Product","Other",4.83230575857184,4,4,138,0.00284
"Arundhati Jewellers",7,"Other","Other",NA,9,3.9,138,0.00284
"Sensiple",10,"IT Services & Consulting","Chennai",4.83230575857184,NA,3,138,0.012
"PhableCare",NA,"Internet","Bangalore / Bengaluru",NA,7,2.7,138,0.00825
"DRN Infrastructure",10,"Other","Other",NA,21,3.2,138,0.00502
"HTIC Global",25,"Other","Other",6.62073965107352,6,3.7,138,0.00512
"Shivalik Rasayan",160,"Other","Other",8.00636756765025,13,3.5,138,0.00514
"Tcil",31,"Other","New Delhi",6.62073965107352,37,4,138,0.00451
"Cooper-Standard Automotive",16,"Auto Components","Chennai",8.00636756765025,12,4.2,138,0.00696
"Airpay Payment Services",68,"Other","Mumbai",8.00636756765025,48,2.7,138,0.00684
"Gail Gas",34,"Other","Bangalore / Bengaluru",4.83230575857184,33,3.8,138,0.00685
"Lycatel BPO",22,"Other","Chennai",5.85936070647464,3,2.7,138,0.00632
"Affiliated Computer Services",37,"IT Services & Consulting","Bangalore / Bengaluru",4.83230575857184,13,3.6,138,0.00409
"Pasa Resources",13,"Other","Other",5.85936070647464,16,3.5,138,0.00417
"Jasper Industries",9,"Other","Other",4.83230575857184,14,4.2,138,0.00497
"Alliance University",22,"Education & Training","Bangalore / Bengaluru",4.83230575857184,4,3.4,138,0.00472
"Synamedia",21,"Software Product","Bangalore / Bengaluru",6.62073965107352,7,3.3,138,0.011
"Advance Auto Parts",10,"Auto Components","Other",4.83230575857184,1,3.4,138,0.011
"Klassic Wheels",53,"Auto Components","Other",6.62073965107352,10,2.8,138,0.00722
"builder.ai",40,NA,"Other",NA,NA,2.8,138,0.00956
"Dantal Hydraulics",12,"Industrial Machinery","Other",5.85936070647464,11,4.3,138,0.00606
"iQuanti",43,"Other","Bangalore / Bengaluru",6.62073965107352,8,3,138,0.011
"SanDisk India Device Design Centre",14,"Other","Bangalore / Bengaluru",4.83230575857184,8,3.8,138,0.011
"Mcpi",28,"Other","Other",5.85936070647464,5,4.2,138,0.00556
"Goel Construction",19,"Engineering & Construction","Other",6.62073965107352,35,3.7,138,0.00527
"NIS Management Private",41,"Other","Other",6.62073965107352,18,3.8,138,0.00431
"Global Consumer Products",23,"Other","Bangalore / Bengaluru",NA,36,4.2,138,0.00342
"NetCom Learning",17,"Other","New Delhi",5.85936070647464,18,3.6,138,0.00579
"Sri Balaji Action Medical Institute",26,"Healthcare","New Delhi",10.3089526606443,4,3.9,138,0.00536
"Saint-Gobain Weber",NA,"Engineering & Construction","Mumbai",5.85936070647464,31,3.9,138,0.00583
"Abu Dhabi Commercial Bank",12,"Other","Mumbai",5.85936070647464,7,3.4,138,0.00613
"Nxtra Data",12,"IT Services & Consulting","Chennai",5.85936070647464,12,4.2,138,0.00663
"Chemveda Life Sciences",NA,"Other","Other",NA,4,3.9,138,0.00512
"Rysun Labs",32,"IT Services & Consulting","Other",6.62073965107352,5,3.3,138,0.00734
"Fourth Partner Energy",22,"Other","Other",5.85936070647464,17,4.3,138,0.00648
"Euronics Industries",21,"Other","Other",6.62073965107352,19,3.7,138,0.00702
"HealthAssure",22,"Other","Mumbai",4.83230575857184,11,3.4,138,0.00597
"AIDA Cruises",43,"Other","Mumbai",5.85936070647464,14,3.8,138,0.00202
"SmartED Innovations",37,"Education & Training","Bangalore / Bengaluru",4.83230575857184,4,4.1,137,0.00034
"GoBoult",NA,"Other","Other",5.85936070647464,4,3.8,137,0.00422
"Maintec Technologies",26,"IT Services & Consulting","Bangalore / Bengaluru",4.83230575857184,8,3.5,137,0.00857
"ETP International",48,"Other","Mumbai",4.83230575857184,4,3.2,137,0.00723
"Jai Beverages",30,"Other","Other",4.83230575857184,15,3.4,137,0.00453
"Jamia Hamdard University",73,"Education & Training","New Delhi",4.83230575857184,2,3.9,137,0.00407
"Technofab Engineering",14,"Other","Other",5.85936070647464,21,4.1,137,0.0044
"Hilton Garden Inn",30,"Other","New Delhi",8.00636756765025,16,3.9,137,0.00395
"Factspan",13,"IT Services & Consulting","Bangalore / Bengaluru",6.62073965107352,3,3.4,137,0.00716
"Futures First info Services",75,"Financial Services","Other",5.85936070647464,8,3.5,137,0.00942
"Kirloskar Ebara Pumps",20,"Industrial Machinery","Pune",6.62073965107352,8,3.6,137,0.00686
"Johnson Electric",42,"Other","Chennai",4.83230575857184,6,3.6,137,0.00821
"Gujarat State Petronet",13,"Other","Other",5.85936070647464,29,3.9,137,0.00621
"Nucsoft",9,"IT Services & Consulting","Mumbai",4.83230575857184,7,2.8,137,0.00665
"NimbusPost",13,"Other","Other",5.85936070647464,8,3.4,137,0.00607
"Sical Logistics",41,"Other","Bangalore / Bengaluru",6.62073965107352,22,4,137,0.00626
"Banas Dairy",NA,"Other","Other",NA,20,4.3,138,0.00501
"Harley-Davidson",NA,"Other","Other",NA,30,4.1,137,0.00476
"PGIMER",10,"Education & Training","Other",6.62073965107352,9,4.2,137,0.00475
"Mytrah Energy",103,"Other","Other",6.62073965107352,13,4,137,0.0047
"Faber Sindoori Management Services",163,"Other","Other",8.00636756765025,20,3.7,137,0.00475
"Ascent Meditech",32,"Other","Mumbai",5.85936070647464,31,3.4,137,0.00611
"Tamilnadu Petroproducts",24,"Other","Chennai",5.85936070647464,3,4.1,137,0.00838
"Great White Global",20,"Other","Mumbai",6.62073965107352,28,4,137,0.00577
"Christ University",25,"Education & Training","Bangalore / Bengaluru",5.85936070647464,5,3.1,137,0.00594
"Pearl Beverages",31,"Other","Other",NA,18,3.5,137,0.00508
"Hyundai Steel",13,"Other","Chennai",NA,10,3.8,137,0.00735
"Unipath Specialty Laboratory",37,"Healthcare","Other",5.85936070647464,22,4,137,0.00601
"Deepak Novochem Technologies",15,"Other","Other",4.83230575857184,4,3.9,137,0.00792
"ATS ELGI",41,"Industrial Machinery","Other",8.00636756765025,18,4.2,137,0.00484
"Zeta Global",163,"Software Product","Other",8.00636756765025,5,3.4,137,0.011
"LeapScholar",24,NA,"Other",5.85936070647464,NA,3.5,137,0.0041
"Velammal Educational Trust",78,NA,"Other",6.62073965107352,NA,3.5,137,0.00629
"Rabindranath Tagore International Institute of Cardiac Sciences",19,"Healthcare","Other",NA,9,3.9,137,0.00376
"Kearney",48,"Other","Other",4.83230575857184,8,3.4,137,0.013
"Curateq Biologics",28,"Other","Other",5.85936070647464,5,3.4,137,0.00619
"Scymes Services",35,"IT Services & Consulting","Mumbai",5.85936070647464,11,3.5,137,0.0048
"Behr Hella Thermocontrol",16,"Auto Components","Pune",5.85936070647464,2,4.1,137,0.00745
"Anvil Cables",13,"Other","Other",5.85936070647464,25,3.8,137,0.00469
"Amazon Pay",110,NA,"Other",8.9226582995244,NA,4,137,0.00557
"Fipola Retail",25,"Other","Chennai",8.00636756765025,6,3.7,137,0.00305
"Polestar Consulting",18,"IT Services & Consulting","Pune",NA,17,4.3,137,0.003
"Drums Food International",93,"Other","Mumbai",5.85936070647464,25,4.6,138,0.00527
"Gsp Power Projects",26,"Other","Other",6.62073965107352,44,3.9,137,0.00486
"Cairn Oil",NA,NA,"Other",6.62073965107352,NA,3.8,137,0.00241
"Rajasthan Aushdhalaya",16,"Pharma","Mumbai",5.85936070647464,22,3.9,137,0.00197
"BASIX Academy for Building Lifelong Employability",24,"Education & Training","New Delhi",6.62073965107352,43,3.8,137,0.00217
"BGD Tech PVT LTD",NA,"IT Services & Consulting","Bangalore / Bengaluru",NA,2,4,137,0.00177
"Techavera Solutions",17,"Education & Training","Other",8.00636756765025,4,4.3,137,0.00103
"Advance Career Solutions",18,NA,"Other",4.83230575857184,NA,4.1,137,0.001
"iSource",35,"Other","Other",8.00636756765025,18,2.8,136,0.00581
"Madhavbaug",26,"Healthcare","Mumbai",6.62073965107352,38,3.8,136,0.00371
"Frontier Business Systems",21,"IT Services & Consulting","Bangalore / Bengaluru",4.83230575857184,16,3.4,136,0.00868
"Shri Kshetra Dharmasthala Rural Development Project",18,NA,"Other",NA,NA,3.9,136,0.00303
"Manpasand Beverages",93,"Other","Other",5.85936070647464,32,2.5,136,0.00293
"BizGurukul",28,"Other","New Delhi",6.62073965107352,13,4.1,136,0.00333
"Asclepius Wellness",39,"Other","Other",8.9226582995244,20,3.7,136,0.00469
"Horizontal Integration",NA,"IT Services & Consulting","Bangalore / Bengaluru",NA,11,3.5,136,0.0086
"Napier Healthcare Solutions",78,"IT Services & Consulting","Other",6.62073965107352,5,2.4,136,0.00823
"OptiSol Business Solutions",17,"IT Services & Consulting","Chennai",5.85936070647464,5,3.8,136,0.00943
"GTN Engineering",13,"Other","Other",4.83230575857184,14,4,136,0.00634
"Brindavan Beverages",37,"Other","Other",5.85936070647464,11,3.8,136,0.0055
"Alcove Realty",NA,"Real Estate","Other",NA,5,4,137,0.00424
"TAAZAA",9,"IT Services & Consulting","Other",4.83230575857184,2,3.8,136,0.00717
"Weir Minerals",46,"Other","Bangalore / Bengaluru",5.85936070647464,9,3.9,136,0.00686
"Shipsy",10,"Software Product","Other",4.83230575857184,5,4.2,136,0.0064
"Delux Bearings",15,"Auto Components","Other",4.83230575857184,15,4.3,136,0.00598
"Printo Document Services",41,"Other","Bangalore / Bengaluru",8.00636756765025,10,3.6,136,0.00602
"HMT Machine Tools",85,"Industrial Machinery","Other",4.83230575857184,16,4,136,0.00569
"REC Power Development and Consultancy",28,NA,"Other",8.00636756765025,NA,4.1,136,0.00395
"Veeraraghavan & Company",52,"Other","Mumbai",5.85936070647464,22,3.2,136,0.00392
"SKS Ispat & Power",30,"Industrial Machinery","Other",4.83230575857184,7,3.3,136,0.00518
"Bando India",29,"Auto Components","Bangalore / Bengaluru",5.85936070647464,11,3.9,136,0.00521
"Shahnaz Husain Group Of Companies",41,"Other","New Delhi",5.85936070647464,18,3.3,136,0.00369
"RealEstateIndia.com",20,"Real Estate","New Delhi",4.83230575857184,2,4.9,136,0.014
"Herman Miller",10,"Other","Bangalore / Bengaluru",5.85936070647464,5,4.3,137,0.00792
"CriticalRiver",42,"IT Services & Consulting","Other",8.00636756765025,5,3.2,136,0.01
"AstroTalk",101,"Internet","Other",4.83230575857184,11,3.4,136,0.00452
"Hegde & Hegde Pharmaceutica",16,"Pharma","Mumbai",5.85936070647464,39,4,136,0.00418
"Airef Engineers",31,"Engineering & Construction","Other",4.83230575857184,15,3.8,136,0.00469
"Gujarat Energy Transmission Corporation",NA,"Other","Other",4.83230575857184,37,4.1,136,0.00346
"Ki Mobility Solution",NA,"Software Product","Chennai",4.83230575857184,28,3.3,136,0.00592
"PubMatic",4,"IT Services & Consulting","Pune",4.83230575857184,3,3.6,136,0.012
"MeritTrac",14,"Other","Bangalore / Bengaluru",4.83230575857184,14,3.8,136,0.00527
"Farmson Pharmaceutical",15,"Pharma","Other",6.62073965107352,9,3.2,136,0.00751
"Rigved Technologies",8,"Other","Mumbai",6.62073965107352,9,3.8,136,0.00635
"Ivis International",14,"Other","Other",5.85936070647464,12,3.6,136,0.00459
"Poct Services",129,"Other","Other",6.62073965107352,35,3.9,136,0.00416
"Linedata",5,"Internet","Mumbai",4.83230575857184,8,3.2,136,0.00897
"Pixon Energy",NA,"Other","Other",NA,9,4.1,136,0.00497
"The Calcutta Medical Research Institute",10,NA,"Other",5.85936070647464,NA,4,136,0.00422
"Unicorn DenMart",21,"Other","New Delhi",6.62073965107352,21,4.2,136,0.00504
"Cherry Hill Interiors",49,"Other","New Delhi",5.85936070647464,10,3.6,136,0.00553
"Deepak Chem Tech",NA,NA,"Other",4.83230575857184,NA,3.9,136,0.00558
"SHRI LAKSHMI STEEL SUPPLIERS",39,"Other","Bangalore / Bengaluru",6.62073965107352,22,4.1,136,0.00466
"Oerlikon Balzers",36,"Other","Pune",8.9226582995244,16,3.8,136,0.00656
"Futuresoft Solutions",18,"IT Services & Consulting","New Delhi",5.85936070647464,20,3.3,136,0.00812
"ASSET DEALS",41,NA,"Other",8.00636756765025,NA,4.7,136,0.00098
"KLM Laboratories",76,"Pharma","Other",6.62073965107352,30,3.8,136,0.00587
